order_id,customer_id,customer_name,product_id,product_name,product_category,country,payment_type,city,qty,price,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason,datetime
4727,19,Tina,67,Children's Book,books,USA,Credit Card,LA,4,388.0,Amazon,14727,Y,N/A,2024-06-09 16:54:21
4728,99,Whitney,77,Health and Fitness Book,books,USA,Credit Card,LA,9,360.0,Amazon,14728,N,Network Issue,2020-08-13 19:50:58
4729,55,Diana,75,Psychology Book,books,India,PayPal,New Delhi,2,17.5,Ali Express,14729,N,Network error,2024-12-16 12:44:30
4730,76,Zara,36,Tie,clothing,USA,Credit Card,LA,11,275.0,Amazon,14730,Y,N/A,2022-08-24 22:17:37
4731,52,Adam,79,Encyclopedia,books,UK,Cryptocurrency,London,4,72.0,Argos,14731,Y,N/A,2024-09-12 01:58:38
4732,39,Nathan,9,Action Camera,electronics,India,Debit Card,Mumbai,1,50.0,Ali Express,14732,N,Network error,2023-01-24 11:57:37
4733,72,Null,78,None,Null,UK,Cryptocurrency,_-,,,Argos,14733,Y,N/A,2023-08-10 02:38:46
4734,78,Brandon,32,Hat,clothing,UK,Cryptocurrency,London,2,40.0,Argos,14734,Y,N/A,2020-02-09 02:39:12
4735,66,Owen,52,Water Heater,home appliances,India,Debit Card,Mumbai,1,77.25,Ali Express,14735,N,Insufficient Funds,2024-09-17 09:16:02
4736,48,Walter,20,T-Shirt,clothing,UK,Cryptocurrency,London,4,112.0,Argos,14736,Y,N/A,2022-04-01 01:20:13
4737,65,Nina,54,Mixer Grinder,home appliances,UK,Cryptocurrency,London,1,100.0,Argos,14737,N,Card Expired,2021-09-13 03:28:24
4738,52,Adam,34,Scarf,clothing,India,PayPal,New Delhi,3,22.5,Ali Express,14738,Y,N/A,2021-05-09 09:24:36
4739,53,Bella,2,Tablet,electronics,Germany,Debit Card,Hamburg,7,3850.0,Ali Express,14739,Y,N/A,2024-10-02 05:41:33
4740,71,Ursula,47,Electric Kettle,home appliances,USA,Credit Card,LA,5,335.0,Amazon,14740,N,Network Issue,2023-06-06 19:21:02
4741,58,Gavin,2,Tablet,electronics,India,PayPal,New Delhi,2,275.0,Ali Express,14741,N,Insufficient Funds,2023-04-30 10:35:03
4742,28,Chloe,25,Skirt,clothing,USA,Debit Card,New York,3,60.0,Ali Express,14742,N,Network Issue,2024-05-28 17:26:24
4743,13,Noah,87,Table Tennis Paddle,sports,USA,Credit Card,LA,8,544.0,Amazon,14743,Y,N/A,2024-10-04 17:05:06
4744,26,Amanda,78,DIY Guide,books,UK,Cryptocurrency,London,3,54.0,Argos,14744,Y,N/A,2020-11-03 02:12:51
4745,27,Brian,62,Mystery Book,books,USA,Credit Card,New York,9,297.0,Amazon,14745,Y,N/A,2022-09-16 18:01:59
4746,79,Clara,5,Bluetooth Headphones,electronics,Germany,Debit Card,Berlin,2,428.0,Ebay,14746,Y,N/A,2021-12-26 06:44:00
4747,65,Nina,4,Smartwatch,electronics,India,PayPal,New Delhi,1,50.0,Ali Express,14747,N,Network Issue,2024-12-27 11:54:01
4748,45,Tessa,74,Philosophy Book,books,India,Debit Card,Mumbai,4,37.0,Ali Express,14748,Y,N/A,2020-02-14 13:22:48
4749,17,Rachel,50,Rice Cooker,home appliances,India,PayPal,New Delhi,1,17.5,Ali Express,14749,Y,N/A,2024-11-30 02:21:10
4750,35,Jacob,52,Water Heater,home appliances,UK,Cryptocurrency,Manchester,5,1545.0,Argos,14750,Y,N/A,2021-09-04 03:17:44
4751,90,Noah,7,Gaming Console,electronics,USA,Debit Card,New York,6,1200.0,Ebay,14751,N,Incufficient Funds,2024-01-30 18:25:10
4752,83,Gemma,28,Shorts,clothing,UK,Cryptocurrency,London,5,230.0,Argos,14752,Y,N/A,2022-06-27 03:57:15
4753,73,William,39,Pajamas,clothing,USA,Debit Card,New York,14,252.0,Amazon,14753,Y,N/A,2023-07-27 16:52:09
4754,51,Zoe,82,Tennis Racket,sports,USA,Debit Card,New York,6,234.0,Amazon,14754,Y,N/A,2024-08-12 16:06:34
4755,65,Nina,26,Dress,clothing,USA,Credit Card,LA,7,315.0,Amazon,14755,Y,N/A,2022-11-19 16:00:17
4756,92,Patrick,3,Desktop PC,electronics,USA,Debit Card,New York,4,3200.0,Ebay,14756,Y,N/A,2020-12-29 19:04:34
4757,9,Jack,33,Gloves,clothing,USA,Credit Card,LA,14,140.0,Amazon,14757,Y,N/A,2024-01-11 19:08:27
4758,95,Simon,47,Electric Kettle,home appliances,USA,Credit Card,LA,5,335.0,Amazon,14758,Y,N/A,2020-04-18 17:20:55
4759,53,Bella,1,Laptop,electronics,Germany,Debit Card,Hamburg,9,6300.0,Ebay,14759,N,Network Issue,2021-11-02 04:33:48
4760,59,...,22,"","",India,PayPal,None,,,Ali Express,14760,Y,N/A,2023-05-26 09:51:18
4761,70,Thomas,79,Encyclopedia,books,India,PayPal,Mumbai,3,13.5,Ali Express,14761,Y,N/A,2020-09-26 07:39:59
4762,65,Nina,77,Health and Fitness Book,books,UK,Debit Card,Manchester,5,200.0,Argos,14762,Y,N/A,2020-08-29 16:47:43
4763,36,Kate,9,Action Camera,electronics,UK,Cryptocurrency,Manchester,2,400.0,Argos,14763,Y,N/A,2021-01-26 00:36:57
4764,97,Ulrika,77,Health and Fitness Book,books,USA,Credit Card,LA,14,560.0,Amazon,14764,Y,N/A,2024-01-14 17:31:05
4765,36,Kate,58,Slow Cooker,home appliances,UK,Cryptocurrency,London,3,675.0,Argos,14765,Y,N/A,2024-02-03 18:29:59
4766,96,Taylor,51,Ceiling Fan,home appliances,India,Debit Card,Mumbai,4,220.0,Ali Express,14766,Y,N/A,2020-07-16 12:55:38
4767,96,Taylor,21,Jeans,clothing,India,PayPal,New Delhi,3,52.5,Ali Express,14767,Y,N/A,2022-06-02 11:09:44
4768,25,Zach,6,Wireless Earbuds,electronics,USA,Debit Card,New York,7,2100.0,Ebay,14768,Y,N/A,2022-03-02 19:46:46
4769,81,Eliza,25,Skirt,clothing,USA,Debit Card,New York,8,160.0,Amazon,14769,N,Incufficient Funds,2021-06-05 03:28:05
4770,72,Veronica,17,Graphics Card,electronics,Germany,Debit Card,Berlin,5,1400.0,Ebay,14770,Y,N/A,2022-01-16 03:18:31
4771,43,Ruby,3,Desktop PC,electronics,UK,Cryptocurrency,London,5,4000.0,Argos,14771,Y,N/A,2023-06-09 02:39:15
4772,62,"",78,Null,_-,UK,Cryptocurrency,...,,,Argos,14772,Y,N/A,2020-11-25 01:56:02
4773,39,Nathan,30,Tracksuit,clothing,USA,Debit Card,New York,10,800.0,Amazon,14773,Y,N/A,2023-09-12 18:08:12
4774,26,Amanda,22,Hoodie,clothing,India,PayPal,New Delhi,2,11.5,Ali Express,14774,Y,N/A,2022-07-27 12:56:06
4775,55,Diana,64,Biography,books,India,PayPal,New Delhi,3,9.0,Ali Express,14775,Y,N/A,2020-09-17 11:42:03
4776,73,William,65,Self-Help Book,books,India,PayPal,New Delhi,1,12.0,Ali Express,14776,N,Card Expired,2023-10-01 12:40:10
4777,74,Xavier,32,Hat,clothing,India,PayPal,New Delhi,1,5.0,Ali Express,14777,Y,N/A,2020-08-21 11:55:59
4778,72,Veronica,57,Iron,home appliances,India,PayPal,New Delhi,1,32.5,Ali Express,14778,Y,N/A,2022-08-10 11:10:04
4779,81,Eliza,41,Washing Machine,home appliances,USA,Debit Card,New York,4,1600.0,Amazon,14779,Y,N/A,2024-11-17 17:04:12
4780,35,Jacob,53,Induction Cooktop,home appliances,India,Debit Card,Mumbai,4,192.0,Ali Express,14780,Y,N/A,2024-06-01 10:53:43
4781,47,Vanessa,68,Fantasy Book,books,UK,Cryptocurrency,Manchester,5,180.0,Argos,14781,N,Card Expired,2020-09-08 00:44:49
4782,35,Jacob,84,Cricket Bat,sports,USA,Credit Card,LA,9,315.0,Amazon,14782,N,Incufficient Funds,2021-12-22 19:07:50
4783,33,Harry,47,Electric Kettle,home appliances,UK,Debit Card,Manchester,5,335.0,Ebay,14783,Y,N/A,2020-01-26 01:36:15
4784,36,Kate,2,Tablet,electronics,USA,Debit Card,New York,13,7150.0,Ebay,14784,Y,N/A,2022-06-20 10:43:52
4785,47,Vanessa,34,Scarf,clothing,USA,Credit Card,LA,10,300.0,Amazon,14785,Y,N/A,2021-01-08 22:02:37
4786,27,Brian,54,Mixer Grinder,home appliances,USA,Credit Card,LA,4,400.0,Amazon,14786,N,Incufficient Funds,2024-05-02 19:53:10
4787,74,Xavier,80,Soccer Ball,sports,India,PayPal,New Delhi,4,34.0,Ali Express,14787,N,Network Issue,2020-07-31 12:30:50
4788,95,Simon,14,External Hard Drive,electronics,India,Debit Card,Mumbai,2,40.0,Ebay,14788,Y,N/A,2022-01-05 09:16:33
4789,13,...,5,_-,None,India,PayPal,!@$@,,,Ali Express,14789,Y,N/A,2024-06-13 11:18:19
4790,82,Fabian,73,Poetry Book,books,India,Debit Card,Mumbai,1,9.75,Ali Express,14790,Y,N/A,2021-10-13 02:44:17
4791,72,Veronica,63,Thriller Book,books,UK,Cryptocurrency,London,4,84.0,Argos,14791,Y,N/A,2023-08-10 03:41:50
4792,46,Ulrich,40,Refrigerator,home appliances,India,PayPal,New Delhi,2,250.0,Ali Express,14792,Y,N/A,2023-03-14 11:52:47
4793,4,Edward,38,Sportswear,clothing,UK,Cryptocurrency,Manchester,2,24.0,Argos,14793,Y,N/A,2022-09-12 01:33:56
4794,28,Chloe,18,Printer,electronics,Germany,Debit Card,Hamburg,3,900.0,Ebay,14794,N,Card Expired,2023-06-23 04:03:39
4795,51,Zoe,50,Rice Cooker,home appliances,USA,Debit Card,New York,10,700.0,Ali Express,14795,Y,N/A,2022-06-07 10:10:43
4796,71,Ursula,3,Desktop PC,electronics,USA,Debit Card,New York,2,1600.0,Ali Express,14796,Y,N/A,2020-05-17 06:51:23
4797,95,Simon,84,Cricket Bat,sports,India,PayPal,New Delhi,1,8.75,Ali Express,14797,N,Card Expired,2023-12-11 02:39:26
4798,97,Ulrika,4,Smartwatch,electronics,India,PayPal,New Delhi,4,200.0,Ali Express,14798,Y,N/A,2021-07-12 10:47:02
4799,0,Alice,1,Laptop,electronics,UK,Cryptocurrency,London,5,3500.0,Argos,14799,Y,N/A,2020-01-24 00:38:10
4800,58,Gavin,17,Graphics Card,electronics,USA,Debit Card,New York,4,1120.0,Amazon,14800,Y,N/A,2022-12-19 16:44:57
4801,12,Mia,28,Shorts,clothing,USA,Credit Card,New York,8,368.0,Amazon,14801,N,Card Expired,2021-06-04 16:52:32
4802,68,Riley,50,Rice Cooker,home appliances,India,PayPal,New Delhi,3,52.5,Ali Express,14802,Y,N/A,2021-04-16 11:25:29
4803,64,Marcus,13,Monitor,electronics,USA,Debit Card,New York,1,250.0,Amazon,14803,Y,N/A,2021-04-12 17:57:36
4804,88,Liam,76,Business Book,books,India,Debit Card,Mumbai,4,95.0,Ali Express,14804,Y,N/A,2021-04-21 12:30:11
4805,18,Steve,52,Water Heater,home appliances,UK,Cryptocurrency,London,1,309.0,Argos,14805,Y,N/A,2024-01-04 03:07:48
4806,32,Gina,0,Smartphone,electronics,India,Debit Card,Mumbai,2,250.0,Ali Express,14806,Y,N/A,2022-10-21 11:37:54
4807,7,Henry,31,Socks,clothing,India,PayPal,New Delhi,4,6.0,Ali Express,14807,N,Network Issue,2023-09-07 10:30:17
4808,20,Uma,63,Thriller Book,books,India,Debit Card,Mumbai,3,15.75,Ebay,14808,N,Network error,2023-10-02 10:58:08
4809,22,Wendy,2,Tablet,electronics,UK,Cryptocurrency,London,2,1100.0,Argos,14809,Y,N/A,2022-01-15 02:04:53
4810,16,Quinn,47,Electric Kettle,home appliances,UK,Debit Card,Manchester,4,268.0,Argos,14810,Y,N/A,2021-04-28 00:18:56
4811,75,Yasmine,73,Poetry Book,books,UK,Cryptocurrency,Manchester,2,78.0,Argos,14811,Y,N/A,2020-11-04 01:30:41
4812,64,Marcus,67,Children's Book,books,UK,Debit Card,Manchester,3,291.0,Ali Express,14812,Y,N/A,2022-02-05 03:38:06
4813,60,Ivan,63,Thriller Book,books,USA,Debit Card,New York,3,63.0,Ali Express,14813,Y,N/A,2021-12-16 04:59:37
4814,60,Ivan,19,Drone,electronics,UK,Cryptocurrency,Manchester,1,316.0,Argos,14814,Y,N/A,2023-11-10 02:15:26
4815,88,Liam,68,Fantasy Book,books,India,PayPal,New Delhi,4,36.0,Ali Express,14815,N,Card Expired,2020-08-22 09:38:38
4816,93,Quentin,5,Bluetooth Headphones,electronics,USA,Credit Card,LA,1,214.0,Amazon,14816,Y,N/A,2020-12-08 04:01:24
4817,93,Quentin,24,Formal Shirt,clothing,USA,Debit Card,New York,6,774.0,Ali Express,14817,N,Incufficient Funds,2020-03-12 19:07:39
4818,15,Paul,54,Mixer Grinder,home appliances,India,Debit Card,Mumbai,1,25.0,Ali Express,14818,Y,N/A,2021-11-03 07:01:02
4819,0,Alice,70,Cookbook,books,UK,Cryptocurrency,London,3,51.0,Argos,14819,Y,N/A,2023-03-19 14:07:04
4820,19,Tina,18,Printer,electronics,Germany,Debit Card,Hamburg,9,2700.0,Ebay,14820,Y,N/A,2022-02-26 04:06:03
4821,38,Molly,24,Formal Shirt,clothing,UK,Debit Card,Manchester,5,645.0,Ebay,14821,Y,N/A,2022-04-18 00:31:29
4822,62,Kyle,25,Skirt,clothing,India,PayPal,New Delhi,2,10.0,Ali Express,14822,N,Network Issue,2023-05-08 11:21:25
4823,66,Owen,39,Pajamas,clothing,UK,Cryptocurrency,London,4,72.0,Argos,14823,Y,N/A,2021-08-25 02:00:52
4824,46,Ulrich,45,Toaster,home appliances,India,Debit Card,Mumbai,4,248.0,Ali Express,14824,N,Network error,2024-08-22 09:00:28
4825,55,Diana,18,Printer,electronics,India,Debit Card,Mumbai,1,75.0,Ali Express,14825,N,Insufficient Funds,2022-01-03 12:03:49
4826,52,Adam,32,Hat,clothing,USA,Debit Card,New York,1,20.0,Amazon,14826,N,Incufficient Funds,2024-12-28 17:58:24
4827,84,Hugo,24,Formal Shirt,clothing,India,PayPal,Mumbai,4,129.0,Ali Express,14827,N,Card Expired,2024-07-14 12:16:02
4828,70,Thomas,74,Philosophy Book,books,UK,Debit Card,Manchester,1,37.0,Argos,14828,Y,N/A,2020-03-14 06:08:39
4829,6,Grace,24,Formal Shirt,clothing,UK,Cryptocurrency,London,4,516.0,Argos,14829,Y,N/A,2021-04-16 01:51:04
4830,89,Melissa,6,Wireless Earbuds,electronics,Germany,Debit Card,Berlin,3,900.0,Ebay,14830,Y,N/A,2023-11-21 13:15:49
4831,29,Daniel,1,Laptop,electronics,Germany,Debit Card,Berlin,3,2100.0,Ebay,14831,Y,N/A,2024-12-03 05:02:23
4832,42,_-,37,None,...,India,PayPal,_-,,,Ali Express,14832,Y,N/A,2022-07-01 09:50:52
4833,15,Paul,18,Printer,electronics,Germany,Debit Card,Hamburg,7,2100.0,Ebay,14833,N,Card Expired,2023-09-12 05:03:02
4834,90,Noah,65,Self-Help Book,books,USA,Credit Card,LA,13,624.0,Amazon,14834,Y,N/A,2022-06-27 06:13:27
4835,50,Yvonne,16,Mouse,electronics,USA,Debit Card,New York,9,540.0,Amazon,14835,Y,N/A,2023-07-06 03:20:25
4836,84,Hugo,13,Monitor,electronics,USA,Debit Card,New York,8,2000.0,Amazon,14836,Y,N/A,2023-10-08 19:27:54
4837,79,Clara,46,Blender,home appliances,USA,Credit Card,LA,13,2093.0,Amazon,14837,Y,N/A,2021-12-04 16:06:33
4838,26,Amanda,2,Tablet,electronics,USA,Debit Card,New York,3,1650.0,Ebay,14838,Y,N/A,2022-12-03 11:06:01
4839,21,Victor,72,Graphic Novel,books,UK,Debit Card,Manchester,5,185.0,Argos,14839,Y,N/A,2022-09-09 17:50:30
4840,33,Harry,32,Hat,clothing,UK,Cryptocurrency,London,3,60.0,Argos,14840,Y,N/A,2024-12-04 01:19:11
4841,17,Rachel,38,Sportswear,clothing,USA,Credit Card,New York,7,84.0,Amazon,14841,Y,N/A,2023-11-07 18:38:18
4842,25,Zach,56,Juicer,home appliances,India,PayPal,New Delhi,2,78.5,Ali Express,14842,Y,N/A,2024-03-22 09:31:45
4843,28,Chloe,78,DIY Guide,books,India,Debit Card,Mumbai,2,9.0,Ali Express,14843,Y,N/A,2024-11-01 11:05:19
4844,24,Yara,12,Router,electronics,UK,Debit Card,Manchester,2,200.0,Ali Express,14844,N,Network Issue,2022-03-09 02:57:30
4845,45,Tessa,72,Graphic Novel,books,India,Debit Card,Mumbai,4,37.0,Ali Express,14845,Y,N/A,2022-06-11 10:10:10
4846,59,Hazel,26,Dress,clothing,USA,Debit Card,New York,3,135.0,Ebay,14846,Y,N/A,2024-11-07 18:37:40
4847,0,Alice,69,History Book,books,USA,Credit Card,LA,12,228.0,Amazon,14847,Y,N/A,2023-01-16 17:02:01
4848,49,Xena,11,Smart Speaker,electronics,Germany,Debit Card,Berlin,7,2100.0,Ebay,14848,N,Card Expired,2024-09-10 04:45:26
4849,92,Patrick,68,Fantasy Book,books,India,PayPal,New Delhi,3,27.0,Ali Express,14849,Y,N/A,2022-12-12 11:02:56
4850,59,Hazel,8,Digital Camera,electronics,India,Debit Card,Mumbai,2,150.0,Ebay,14850,N,Network error,2022-07-24 10:00:31
4851,54,-1,65,-1,Null,India,PayPal,-1,,,Ali Express,14851,Y,N/A,2021-04-17 10:40:19
4852,13,Noah,58,Slow Cooker,home appliances,India,Debit Card,Mumbai,2,112.5,Ebay,14852,Y,N/A,2022-10-14 10:45:40
4853,4,Edward,63,Thriller Book,books,India,PayPal,New Delhi,3,15.75,Ali Express,14853,Y,N/A,2021-01-06 14:47:01
4854,53,Bella,13,Monitor,electronics,UK,Cryptocurrency,London,2,500.0,Argos,14854,Y,N/A,2023-05-18 00:17:07
4855,2,Charlie,73,Poetry Book,books,UK,Cryptocurrency,London,3,117.0,Argos,14855,Y,N/A,2022-08-01 19:17:54
4856,47,Vanessa,28,Shorts,clothing,USA,Debit Card,New York,1,46.0,Ebay,14856,N,Incufficient Funds,2023-12-06 16:23:34
4857,26,Amanda,69,History Book,books,India,Debit Card,Mumbai,2,9.5,Ali Express,14857,Y,N/A,2022-03-17 11:25:18
4858,39,Nathan,0,Smartphone,electronics,USA,Credit Card,New York,9,4500.0,Amazon,14858,Y,N/A,2021-03-03 19:24:58
4859,76,Zara,2,Tablet,electronics,India,PayPal,New Delhi,1,137.5,Ali Express,14859,N,Network error,2022-05-26 12:11:24
4860,61,Jenna,20,T-Shirt,clothing,UK,Cryptocurrency,London,3,84.0,Argos,14860,N,Card Expired,2022-10-05 03:59:06
4861,58,Gavin,53,Induction Cooktop,home appliances,India,PayPal,New Delhi,3,144.0,Ali Express,14861,Y,N/A,2022-02-15 12:57:14
4862,57,Felicity,9,Action Camera,electronics,UK,Debit Card,Manchester,3,600.0,Argos,14862,Y,N/A,2024-10-22 02:53:56
4863,96,Taylor,30,Tracksuit,clothing,USA,Credit Card,LA,14,1120.0,Amazon,14863,Y,N/A,2024-06-23 17:21:11
4864,63,Laura,65,Self-Help Book,books,India,PayPal,New Delhi,1,12.0,Ali Express,14864,N,Card Expired,2023-11-11 12:46:35
4865,47,Vanessa,23,Jacket,clothing,USA,Credit Card,LA,12,1248.0,Amazon,14865,Y,N/A,2021-01-07 17:15:55
4866,82,Fabian,3,Desktop PC,electronics,USA,Debit Card,New York,13,10400.0,Ali Express,14866,N,Incufficient Funds,2023-12-03 18:00:05
4867,59,Hazel,13,Monitor,electronics,UK,Cryptocurrency,London,5,1250.0,Argos,14867,Y,N/A,2023-01-20 02:40:01
4868,59,Hazel,15,Keyboard,electronics,USA,Credit Card,New York,9,810.0,Amazon,14868,N,Insufficient Funds,2020-07-15 19:05:19
4869,15,Paul,33,Gloves,clothing,UK,Cryptocurrency,London,4,40.0,Argos,14869,Y,N/A,2020-10-04 01:34:23
4870,35,Jacob,86,Hockey Stick,sports,UK,Debit Card,Manchester,1,16.0,Ebay,14870,Y,N/A,2020-02-05 00:18:52
4871,69,Sarah,75,Psychology Book,books,UK,Cryptocurrency,London,1,35.0,Argos,14871,Y,N/A,2021-12-29 22:56:08
4872,85,Isla,4,Smartwatch,electronics,USA,Credit Card,LA,5,1000.0,Amazon,14872,Y,N/A,2023-09-12 17:50:16
4873,72,Veronica,51,Ceiling Fan,home appliances,UK,Cryptocurrency,London,2,440.0,Argos,14873,Y,N/A,2023-06-22 02:16:55
4874,88,Liam,41,Washing Machine,home appliances,UK,Cryptocurrency,London,4,1600.0,Argos,14874,Y,N/A,2021-06-22 15:58:20
4875,7,Henry,66,Textbook,books,USA,Credit Card,LA,13,273.0,Amazon,14875,Y,N/A,2023-11-20 19:09:45
4876,71,None,19,"","",USA,Debit Card,"",,,Amazon,14876,Y,N/A,2020-12-04 17:31:54
4877,10,Karen,75,Psychology Book,books,UK,Debit Card,Manchester,2,70.0,Argos,14877,Y,N/A,2022-11-01 03:45:20
4878,21,Victor,45,Toaster,home appliances,USA,Credit Card,LA,6,1488.0,Amazon,14878,Y,N/A,2024-04-26 19:12:59
4879,67,Paige,5,Bluetooth Headphones,electronics,Germany,Debit Card,Hamburg,6,1284.0,Ebay,14879,N,Network Issue,2021-11-20 18:27:42
4880,26,"",59,None,-1,India,PayPal,_-,,,Ali Express,14880,Y,N/A,2022-03-12 09:14:06
4881,76,Zara,20,T-Shirt,clothing,USA,Debit Card,New York,14,392.0,Ebay,14881,Y,N/A,2021-01-02 19:34:22
4882,85,Isla,15,Keyboard,electronics,USA,Credit Card,New York,7,630.0,Amazon,14882,Y,N/A,2021-12-01 18:54:30
4883,71,!@$@,8,None,_-,USA,Credit Card,Null,,,Amazon,14883,N,Incufficient Funds,2021-12-17 01:28:47
4884,75,Yasmine,6,Wireless Earbuds,electronics,India,Debit Card,Mumbai,4,300.0,Ali Express,14884,N,Insufficient Funds,2022-05-23 14:25:10
4885,88,Liam,73,Poetry Book,books,UK,Debit Card,Manchester,5,195.0,Argos,14885,Y,N/A,2023-09-20 03:09:47
4886,71,Ursula,84,Cricket Bat,sports,UK,Cryptocurrency,London,2,70.0,Argos,14886,Y,N/A,2024-01-14 17:18:19
4887,13,Noah,35,Suit,clothing,UK,Cryptocurrency,London,1,218.0,Argos,14887,Y,N/A,2023-11-09 03:55:22
4888,66,Owen,2,Tablet,electronics,UK,Debit Card,Manchester,5,2750.0,Ali Express,14888,Y,N/A,2022-02-02 00:54:53
4889,17,Rachel,3,Desktop PC,electronics,Germany,Debit Card,Hamburg,7,5600.0,Ali Express,14889,Y,N/A,2022-02-18 06:53:31
4890,49,!@$@,34,Null,Null,USA,Debit Card,_-,,,Amazon,14890,Y,N/A,2023-03-05 11:20:10
4891,17,Rachel,77,Health and Fitness Book,books,UK,Debit Card,Manchester,1,40.0,Argos,14891,N,Insufficient Funds,2021-09-15 02:20:56
4892,41,Peter,27,Blouse,clothing,UK,Cryptocurrency,Manchester,5,125.0,Argos,14892,Y,N/A,2020-04-19 01:39:50
4893,11,Liam,3,Desktop PC,electronics,UK,Cryptocurrency,Manchester,2,1600.0,Argos,14893,Y,N/A,2023-02-21 03:31:09
4894,43,Ruby,85,Baseball Glove,sports,USA,Credit Card,LA,2,84.0,Amazon,14894,Y,N/A,2024-05-14 09:22:16
4895,56,Ethan,34,Scarf,clothing,UK,Cryptocurrency,London,1,30.0,Argos,14895,Y,N/A,2023-12-13 02:03:38
4896,85,Isla,74,Philosophy Book,books,India,PayPal,New Delhi,1,9.25,Ali Express,14896,Y,N/A,2020-04-07 11:25:46
4897,18,Steve,55,Air Purifier,home appliances,USA,Credit Card,LA,1,153.0,Amazon,14897,Y,N/A,2023-08-02 01:29:26
4898,47,Vanessa,23,Jacket,clothing,India,PayPal,New Delhi,4,104.0,Ali Express,14898,Y,N/A,2021-05-30 12:36:53
4899,45,Tessa,55,Air Purifier,home appliances,UK,Debit Card,Manchester,4,612.0,Argos,14899,Y,N/A,2021-08-24 01:17:31
4900,35,Jacob,37,Belt,clothing,USA,Credit Card,LA,10,550.0,Amazon,14900,Y,N/A,2024-07-27 16:31:25
4901,89,Melissa,36,Tie,clothing,India,PayPal,Mumbai,2,12.5,Ali Express,14901,N,Card Expired,2023-12-08 11:20:11
4902,65,Nina,16,Mouse,electronics,UK,Cryptocurrency,Manchester,2,120.0,Argos,14902,Y,N/A,2020-03-16 01:21:25
4903,47,Vanessa,30,Tracksuit,clothing,UK,Cryptocurrency,London,1,80.0,Argos,14903,Y,N/A,2020-02-17 00:43:50
4904,62,Kyle,66,Textbook,books,India,PayPal,New Delhi,2,10.5,Ali Express,14904,N,Network Issue,2023-07-28 06:42:31
4905,34,Isabelle,9,Action Camera,electronics,India,PayPal,New Delhi,3,150.0,Ali Express,14905,N,Network error,2021-01-12 11:25:19
4906,97,Ulrika,74,Philosophy Book,books,USA,Credit Card,LA,9,333.0,Amazon,14906,N,Network Issue,2022-07-03 16:10:03
4907,71,Ursula,38,Sportswear,clothing,USA,Credit Card,LA,5,60.0,Amazon,14907,N,Card Expired,2024-12-10 16:22:06
4908,21,Victor,86,Hockey Stick,sports,India,PayPal,New Delhi,2,8.0,Ali Express,14908,Y,N/A,2024-09-16 11:03:22
4909,86,Jason,59,Food Processor,home appliances,UK,Cryptocurrency,Manchester,3,630.0,Argos,14909,Y,N/A,2021-09-16 09:44:34
4910,29,Daniel,13,Monitor,electronics,India,PayPal,New Delhi,3,187.5,Ali Express,14910,N,Network error,2022-09-10 22:19:40
4911,21,Victor,84,Cricket Bat,sports,India,Debit Card,Mumbai,3,26.25,Ali Express,14911,Y,N/A,2022-02-24 10:03:00
4912,41,Peter,85,Baseball Glove,sports,USA,Credit Card,LA,8,336.0,Amazon,14912,Y,N/A,2024-01-27 13:06:59
4913,81,-1,83,_-,None,India,PayPal,"",,,Ali Express,14913,N,Card Expired,2023-03-11 12:40:46
4914,84,Hugo,13,Monitor,electronics,India,PayPal,New Delhi,3,187.5,Ali Express,14914,Y,N/A,2024-04-01 10:26:48
4915,84,Hugo,4,Smartwatch,electronics,Germany,Debit Card,Berlin,6,1200.0,Ebay,14915,Y,N/A,2024-11-26 03:32:37
4916,61,Jenna,17,Graphics Card,electronics,Germany,Debit Card,Hamburg,6,1680.0,Ebay,14916,Y,N/A,2024-09-26 06:58:45
4917,35,Jacob,68,Fantasy Book,books,USA,Debit Card,New York,3,108.0,Amazon,14917,N,Network Issue,2022-10-24 16:05:52
4918,92,Patrick,83,Badminton Racket,sports,USA,Credit Card,LA,9,369.0,Amazon,14918,N,Incufficient Funds,2022-05-29 19:45:24
4919,20,Uma,81,Basketball,sports,India,PayPal,New Delhi,1,3.75,Ali Express,14919,Y,N/A,2020-07-01 09:43:12
4920,68,Riley,87,Table Tennis Paddle,sports,India,Debit Card,Mumbai,3,51.0,Ali Express,14920,Y,N/A,2021-08-30 10:09:42
4921,72,Veronica,71,Travel Guide,books,India,PayPal,New Delhi,1,21.75,Ali Express,14921,Y,N/A,2020-02-21 18:31:43
4922,20,Uma,45,Toaster,home appliances,India,PayPal,New Delhi,4,248.0,Ali Express,14922,N,Card Expired,2020-08-02 12:05:40
4923,64,Marcus,23,Jacket,clothing,USA,Debit Card,New York,1,104.0,Amazon,14923,N,Incufficient Funds,2024-12-07 17:54:41
4924,89,Melissa,25,Skirt,clothing,UK,Cryptocurrency,London,3,60.0,Argos,14924,Y,N/A,2020-10-09 02:00:48
4925,27,Brian,68,Fantasy Book,books,USA,Credit Card,LA,4,144.0,Amazon,14925,Y,N/A,2022-05-06 17:09:07
4926,20,Uma,6,Wireless Earbuds,electronics,Germany,Debit Card,Berlin,2,600.0,Ebay,14926,Y,N/A,2022-10-03 04:53:08
4927,73,William,65,Self-Help Book,books,UK,Cryptocurrency,London,2,96.0,Argos,14927,Y,N/A,2020-12-08 01:51:05
